date,open,high,low,close,volume,empty
2023-01-02T00:00:00+0530,273.65,285.25,273.35,285.25,62902,0
2023-01-03T00:00:00+0530,292.75,297.4,285.1,286.6,99821,0
2023-01-04T00:00:00+0530,281.5,287.7,278.15,280.05,45934,0
2023-01-05T00:00:00+0530,285.8,285.8,276,278.3,31263,0
2023-01-06T00:00:00+0530,283,283.05,270.25,272.6,42045,0
2023-01-09T00:00:00+0530,273.7,278.65,271.15,273.25,19693,0
2023-01-10T00:00:00+0530,276.85,276.85,265.7,268.7,29027,0
2023-01-11T00:00:00+0530,269.1,276,266.25,271.45,27039,0
2023-01-12T00:00:00+0530,275.95,278,267,268.9,36545,0
2023-01-13T00:00:00+0530,275,275.9,270,274.05,21468,0
2023-01-16T00:00:00+0530,271,278.7,271,273.15,30951,0
2023-01-17T00:00:00+0530,277.8,277.9,271.85,272.8,14885,0
2023-01-18T00:00:00+0530,273.6,284,270.8,275.4,57239,0
2023-01-19T00:00:00+0530,275.45,275.45,265.1,268.9,28010,0
2023-01-20T00:00:00+0530,273.8,273.8,268.45,270.05,23406,0
2023-01-23T00:00:00+0530,269.3,273.3,262.25,262.8,27816,0
2023-01-24T00:00:00+0530,264.8,264.8,255,257.75,30721,0
2023-01-25T00:00:00+0530,257.95,262,250.8,253.25,35265,0
2023-01-27T00:00:00+0530,259.3,259.3,241.3,242.95,62650,0
2023-01-30T00:00:00+0530,245.75,247.9,241.1,242.6,20941,0
2023-01-31T00:00:00+0530,245.9,254.7,242.5,254.7,21668,0
2023-02-01T00:00:00+0530,263,267.25,247.55,249.8,58933,0
2023-02-02T00:00:00+0530,249.8,259.1,249,251.5,24620,0
2023-02-03T00:00:00+0530,256,256,242.4,246.25,25043,0
2023-02-06T00:00:00+0530,247.25,249.7,237.6,239.05,38739,0
2023-02-07T00:00:00+0530,240.25,246.7,235.65,237.4,42447,0
2023-02-08T00:00:00+0530,237.4,241.6,236.25,237.55,30211,0
2023-02-09T00:00:00+0530,236,252.75,235.05,245.6,57183,0
2023-02-10T00:00:00+0530,246.7,248.85,242.35,245.95,24145,0
2023-02-13T00:00:00+0530,247.15,250,240,241.7,43578,0
2023-02-14T00:00:00+0530,230,235,217.55,217.55,130049,0
2023-02-15T00:00:00+0530,210.05,217.55,205.3,210,147330,0
2023-02-16T00:00:00+0530,211.05,228.4,211.05,221.6,176675,0
2023-02-17T00:00:00+0530,222.6,225.2,219,220.8,74687,0
2023-02-20T00:00:00+0530,221.95,224.95,214.05,217.15,67933,0
2023-02-21T00:00:00+0530,218,226.85,215.05,216.3,38676,0
2023-02-22T00:00:00+0530,216.3,216.65,207.25,208.35,66588,0
2023-02-23T00:00:00+0530,209.4,213.4,206.2,209.2,24242,0
2023-02-24T00:00:00+0530,210.25,213.05,206.55,207.65,28577,0
2023-02-27T00:00:00+0530,208.7,209.2,201.9,202.75,25463,0
2023-02-28T00:00:00+0530,203.05,205.55,203,203.55,24960,0
2023-03-01T00:00:00+0530,204.95,213.7,204,212.45,55170,0
2023-03-02T00:00:00+0530,213.55,217.6,210.4,211.85,40954,0
2023-03-03T00:00:00+0530,212.85,217,210.05,214.1,51388,0
2023-03-06T00:00:00+0530,214.5,216.55,211.2,212.15,33851,0
2023-03-08T00:00:00+0530,212.15,215,208.4,213.15,16896,0
2023-03-09T00:00:00+0530,213.25,215.9,211,212.75,23704,0
2023-03-10T00:00:00+0530,210.5,211.95,207.15,208.95,26809,0
2023-03-13T00:00:00+0530,209.95,209.95,200.95,201.85,40987,0
2023-03-14T00:00:00+0530,202.9,206.9,195.15,196.85,27061,0
2023-03-15T00:00:00+0530,200,202,197.55,199.3,20645,0
2023-03-16T00:00:00+0530,200.05,200.05,191.25,193.9,45023,0
2023-03-17T00:00:00+0530,194.9,200,194.9,198.85,27347,0
2023-03-20T00:00:00+0530,216.5,216.5,195.1,202,39033,0
2023-03-21T00:00:00+0530,203.05,210,199.35,207.9,55131,0
2023-03-22T00:00:00+0530,208.95,209.85,205,205.6,30843,0
2023-03-23T00:00:00+0530,206.65,209,204.1,205.35,28661,0
2023-03-24T00:00:00+0530,206.35,207.1,195.25,196.7,28947,0
2023-03-27T00:00:00+0530,197.7,198.1,189.5,190.55,43542,0
2023-03-28T00:00:00+0530,190.65,192,181.2,183.5,59678,0
2023-03-29T00:00:00+0530,181.2,195.05,181.2,192.5,107139,0
2023-03-31T00:00:00+0530,193.5,196.5,190.05,194.65,52744,0
2023-04-03T00:00:00+0530,195.65,200.9,192.05,196.7,24626,0
2023-04-05T00:00:00+0530,197,216.35,197,216.35,112533,0
2023-04-06T00:00:00+0530,219,223.6,212,221.6,180456,0
2023-04-10T00:00:00+0530,224.5,224.5,216.85,217.45,86016,0
2023-04-11T00:00:00+0530,221,223,215.5,217,56151,0
2023-04-12T00:00:00+0530,217.05,228,217.05,222.2,110650,0
2023-04-13T00:00:00+0530,223.7,224.35,220.05,221.55,33607,0
2023-04-17T00:00:00+0530,221.55,231.2,218.5,223.25,84091,0
2023-04-18T00:00:00+0530,224.95,229.8,222.25,225.3,56344,0
2023-04-19T00:00:00+0530,223.4,229,221.3,222.5,55458,0
2023-04-20T00:00:00+0530,224.5,267,223.2,267,1543805,0
2023-04-21T00:00:00+0530,276,300.9,273.5,277.6,3712389,0
2023-04-24T00:00:00+0530,274.8,274.8,253.25,255.95,525620,0
2023-04-25T00:00:00+0530,255.95,265,251.2,252.5,327151,0
2023-04-26T00:00:00+0530,254,256.75,247,247.9,123335,0
2023-04-27T00:00:00+0530,247.1,251.45,236.8,241.35,129119,0
2023-04-28T00:00:00+0530,242.95,244.5,236,237.95,144188,0
