date,open,high,low,close,volume,empty
2023-01-02T00:00:00+0530,132,143.95,128.35,141.6,28047,0
2023-01-03T00:00:00+0530,137,149.4,137,147.35,33988,0
2023-01-04T00:00:00+0530,150,154,147,153.4,47527,0
2023-01-05T00:00:00+0530,154,164.7,154,159.6,54966,0
2023-01-06T00:00:00+0530,162.7,164.95,150.3,152.8,31078,0
2023-01-09T00:00:00+0530,159.95,159.95,146,146.6,19651,0
2023-01-10T00:00:00+0530,145,148.75,142,143,7769,0
2023-01-11T00:00:00+0530,145.85,147.45,139,139.9,14142,0
2023-01-12T00:00:00+0530,140.85,144.05,140.25,143.1,10359,0
2023-01-13T00:00:00+0530,145.95,146.25,141.6,145.65,8036,0
2023-01-16T00:00:00+0530,147.1,155,146.9,152.4,13123,0
2023-01-17T00:00:00+0530,152.45,152.45,142.95,145.65,11127,0
2023-01-18T00:00:00+0530,152,152.95,144.85,151.8,13093,0
2023-01-19T00:00:00+0530,154.75,154.75,149,150.65,5774,0
2023-01-20T00:00:00+0530,148.65,151.2,147.8,150.5,4740,0
2023-01-23T00:00:00+0530,150.55,153.35,147.1,148.05,7033,0
2023-01-24T00:00:00+0530,150.9,151.35,146.1,149.1,6382,0
2023-01-25T00:00:00+0530,145.1,150.05,145.1,148,3475,0
2023-01-27T00:00:00+0530,147.6,147.6,142.55,143.05,3206,0
2023-01-30T00:00:00+0530,144.15,145.4,140,140.15,3955,0
2023-01-31T00:00:00+0530,138.1,141.7,136.1,140.25,6147,0
2023-02-01T00:00:00+0530,139.85,141.9,134.1,136.95,6316,0
2023-02-02T00:00:00+0530,136.95,139.55,134.2,139.25,3234,0
2023-02-03T00:00:00+0530,139.75,142.45,137.05,138.85,54866,0
2023-02-06T00:00:00+0530,140.1,141.4,137.05,140.15,3245,0
2023-02-07T00:00:00+0530,139.1,140.95,135,136.95,6551,0
2023-02-08T00:00:00+0530,136,137.35,125.3,127.35,51872,0
2023-02-09T00:00:00+0530,129.25,131.45,124,124.95,17324,0
2023-02-10T00:00:00+0530,123.2,128.4,123.2,126.25,7595,0
2023-02-13T00:00:00+0530,129,136.9,123.3,129.85,12537,0
2023-02-14T00:00:00+0530,129.85,131.9,124.35,126.25,7717,0
2023-02-15T00:00:00+0530,124,128.9,123.95,124.65,2886,0
2023-02-16T00:00:00+0530,125.5,129.05,124.25,127.35,44807,0
2023-02-17T00:00:00+0530,128.15,128.15,122,124.25,9934,0
2023-02-20T00:00:00+0530,126,127.5,122.75,124.7,6655,0
2023-02-21T00:00:00+0530,123.95,127.55,123.15,126.55,3179,0
2023-02-22T00:00:00+0530,126.5,126.5,120.35,122.2,4680,0
2023-02-23T00:00:00+0530,124.1,125.75,120,121.35,3052,0
2023-02-24T00:00:00+0530,122.3,123.7,117.8,119.3,5030,0
2023-02-27T00:00:00+0530,126.95,126.95,114.25,116.65,7345,0
2023-02-28T00:00:00+0530,116.25,123.9,116.25,120,92869,0
2023-03-01T00:00:00+0530,120,124.9,120,123.55,4393,0
2023-03-02T00:00:00+0530,123.55,124.7,121,122.6,4144,0
2023-03-03T00:00:00+0530,121.95,125.9,117,119.1,28252,0
2023-03-06T00:00:00+0530,119.1,125.8,119.1,121.35,30983,0
2023-03-08T00:00:00+0530,118,123.9,118,122.5,23073,0
2023-03-09T00:00:00+0530,122.35,123.95,120.3,122.7,8717,0
2023-03-10T00:00:00+0530,122.1,122.5,119.55,120.25,7438,0
2023-03-13T00:00:00+0530,119.75,123.15,117,117.95,21354,0
2023-03-14T00:00:00+0530,120.4,121.65,114.2,115.65,22915,0
2023-03-15T00:00:00+0530,118.45,119.5,107,107.35,151151,0
2023-03-16T00:00:00+0530,111.8,114.05,105.25,109.55,14437,0
2023-03-17T00:00:00+0530,111.65,111.9,105.3,105.85,36119,0
2023-03-20T00:00:00+0530,106.95,109,105,106.45,3876,0
2023-03-21T00:00:00+0530,107,110.35,105.25,107.6,11799,0
2023-03-22T00:00:00+0530,107.8,109.85,105,105.95,17024,0
2023-03-23T00:00:00+0530,108,109.95,105.5,106.4,7606,0
2023-03-24T00:00:00+0530,107.5,108.9,105.4,106.2,93660,0
2023-03-27T00:00:00+0530,105.25,105.55,94.05,96.95,99788,0
2023-03-28T00:00:00+0530,96.95,107,94.8,97.95,111043,0
2023-03-29T00:00:00+0530,101.7,103.95,99.65,102.9,13135,0
2023-03-31T00:00:00+0530,102.9,105.7,97,98.3,35942,0
2023-04-03T00:00:00+0530,99,117,97.6,102.7,54632,0
2023-04-05T00:00:00+0530,101.9,116,101.9,110.25,37521,0
2023-04-06T00:00:00+0530,112.75,132.3,112.75,132.3,88384,0
2023-04-10T00:00:00+0530,145,158,141.3,148.25,549937,0
